"cogs","date","market","product_line","product","sales","state","total_expenses","type"
122,2012-10-01,"Central","Beans","Decaf Irish Cream",298,"Illinois",61,"Decaf"
72,2012-10-01,"Central","Beans","Decaf Espresso",182,"Colorado",54,"Decaf"
239,2012-10-01,"Central","Beans","Decaf Espresso",478,"Illinois",90,"Decaf"
54,2012-10-01,"Central","Beans","Decaf Espresso",120,"Ohio",54,"Decaf"
91,2012-10-01,"East","Beans","Decaf Irish Cream",218,"Florida",51,"Decaf"
86,2012-10-01,"East","Beans","Decaf Espresso",202,"Florida",56,"Decaf"
39,2012-10-01,"South","Beans","Decaf Irish Cream",90,"Texas",25,"Decaf"
76,2012-10-01,"South","Beans","Decaf Espresso",187,"Texas",33,"Decaf"
257,2012-10-01,"West","Beans","Decaf Espresso",598,"California",116,"Decaf"
123,2012-10-01,"Central","Beans","Amaretto",302,"Colorado",46,"Regular"
52,2012-10-01,"Central","Beans","Amaretto",123,"Ohio",45,"Regular"
39,2012-10-01,"Central","Beans","Colombian",90,"Colorado",24,"Regular"
154,2012-10-01,"Central","Beans","Colombian",367,"Illinois",93,"Regular"
43,2012-10-01,"Central","Beans","Colombian",107,"Ohio",36,"Regular"
76,2012-10-01,"Central","Beans","Caffe Mocha",187,"Colorado",32,"Regular"
257,2012-10-01,"Central","Beans","Caffe Mocha",598,"Illinois",117,"Regular"
161,2012-10-01,"Central","Beans","Caffe Mocha",322,"Ohio",69,"Regular"
82,2012-10-01,"East","Beans","Colombian",205,"Florida",59,"Regular"
72,2012-10-01,"East","Beans","Colombian",474,"Massachusetts",54,"Regular"
260,2012-10-01,"East","Beans","Colombian",650,"New York",143,"Regular"
96,2012-10-01,"East","Beans","Caffe Mocha",230,"Florida",116,"Regular"
161,2012-10-01,"East","Beans","Regular Espresso",322,"Massachusetts",69,"Regular"
239,2012-10-01,"East","Beans","Regular Espresso",765,"New York",91,"Regular"
239,2012-10-01,"South","Beans","Colombian",520,"Texas",96,"Regular"
72,2012-10-01,"South","Beans","Caffe Latte",182,"Texas",55,"Regular"
123,2012-10-01,"South","Beans","Caffe Mocha",302,"Texas",46,"Regular"
260,2012-10-01,"West","Beans","Colombian",650,"California",143,"Regular"
239,2012-10-01,"West","Beans","Caffe Latte",478,"California",90,"Regular"
125,2012-10-01,"West","Beans","Caffe Mocha",298,"California",146,"Regular"
161,2012-10-01,"Central","Leaves","Chamomile",322,"Colorado",69,"Decaf"
123,2012-10-01,"Central","Leaves","Chamomile",302,"Illinois",46,"Decaf"
21,2012-10-01,"Central","Leaves","Chamomile",53,"Ohio",16,"Decaf"
39,2012-10-01,"Central","Leaves","Lemon",90,"Illinois",24,"Decaf"
27,2012-10-01,"Central","Leaves","Lemon",66,"Ohio",19,"Decaf"
52,2012-10-01,"Central","Leaves","Mint",123,"Colorado",45,"Decaf"
108,2012-10-01,"Central","Leaves","Mint",265,"Illinois",41,"Decaf"
22,2012-10-01,"East","Leaves","Chamomile",51,"Florida",19,"Decaf"
56,2012-10-01,"East","Leaves","Lemon",126,"Florida",54,"Decaf"
54,2012-10-01,"East","Leaves","Lemon",120,"Massachusetts",53,"Decaf"
255,2012-10-01,"East","Leaves","Lemon",513,"New York",129,"Decaf"
80,2012-10-01,"East","Leaves","Mint",174,"Florida",46,"Decaf"
52,2012-10-01,"South","Leaves","Chamomile",123,"Texas",45,"Decaf"
43,2012-10-01,"South","Leaves","Lemon",107,"Texas",36,"Decaf"
108,2012-10-01,"West","Leaves","Chamomile",265,"California",42,"Decaf"
239,2012-10-01,"West","Leaves","Lemon",520,"California",95,"Decaf"
39,2012-10-01,"West","Leaves","Mint",90,"California",25,"Decaf"
54,2012-10-01,"Central","Leaves","Darjeeling",120,"Colorado",53,"Regular"
76,2012-10-01,"Central","Leaves","Darjeeling",187,"Illinois",33,"Regular"
82,2012-10-01,"Central","Leaves","Darjeeling",205,"Ohio",58,"Regular"
54,2012-10-01,"Central","Leaves","Earl Grey",118,"Colorado",37,"Regular"
72,2012-10-01,"Central","Leaves","Earl Grey",182,"Illinois",55,"Regular"
91,2012-10-01,"Central","Leaves","Earl Grey",218,"Ohio",51,"Regular"
90,2012-10-01,"Central","Leaves","Green Tea",205,"Colorado",41,"Regular"
38,2012-10-01,"East","Leaves","Darjeeling",94,"Florida",21,"Regular"
27,2012-10-01,"East","Leaves","Darjeeling",66,"Massachusetts",19,"Regular"
108,2012-10-01,"East","Leaves","Darjeeling",265,"New York",42,"Regular"
123,2012-10-01,"East","Leaves","Earl Grey",302,"New York",45,"Regular"
48,2012-10-01,"East","Leaves","Green Tea",118,"Florida",24,"Regular"
21,2012-10-01,"East","Leaves","Green Tea",53,"Massachusetts",17,"Regular"
76,2012-10-01,"East","Leaves","Green Tea",187,"New York",33,"Regular"
123,2012-10-01,"West","Leaves","Darjeeling",302,"California",45,"Regular"
76,2012-10-01,"West","Leaves","Earl Grey",187,"California",32,"Regular"
72,2012-10-01,"West","Leaves","Green Tea",182,"California",54,"Regular"
65,2012-10-01,"Central","Beans","Decaf Irish Cream",142,"Missouri",42,"Decaf"
86,2012-10-01,"Central","Beans","Decaf Irish Cream",202,"Wisconsin",55,"Decaf"
0,2012-10-01,"Central","Beans","Decaf Espresso",43,"Iowa",12,"Decaf"
32,2012-10-01,"Central","Beans","Decaf Espresso",79,"Missouri",19,"Decaf"
22,2012-10-01,"Central","Beans","Decaf Espresso",51,"Wisconsin",19,"Decaf"
47,2012-10-01,"East","Beans","Decaf Espresso",111,"Connecticut",43,"Decaf"
48,2012-10-01,"South","Beans","Decaf Irish Cream",118,"Louisiana",25,"Decaf"
27,2012-10-01,"South","Beans","Decaf Irish Cream",66,"Oklahoma",18,"Decaf"
46,2012-10-01,"South","Beans","Decaf Espresso",113,"Louisiana",37,"Decaf"
39,2012-10-01,"South","Beans","Decaf Espresso",92,"New Mexico",39,"Decaf"
82,2012-10-01,"South","Beans","Decaf Espresso",205,"Oklahoma",58,"Decaf"
31,2012-10-01,"West","Beans","Decaf Irish Cream",68,"Nevada",30,"Decaf"
43,2012-10-01,"West","Beans","Decaf Irish Cream",107,"Oregon",35,"Decaf"
79,2012-10-01,"West","Beans","Decaf Irish Cream",177,"Utah",64,"Decaf"
96,2012-10-01,"West","Beans","Decaf Irish Cream",230,"Washington",117,"Decaf"
23,2012-10-01,"West","Beans","Decaf Espresso",58,"Nevada",18,"Decaf"
161,2012-10-01,"West","Beans","Decaf Espresso",322,"Oregon",70,"Decaf"
40,2012-10-01,"West","Beans","Decaf Espresso",99,"Utah",22,"Decaf"
80,2012-10-01,"West","Beans","Decaf Espresso",174,"Washington",46,"Decaf"
21,2012-10-01,"Central","Beans","Amaretto",52,"Iowa",16,"Regular"
56,2012-10-01,"Central","Beans","Amaretto",126,"Wisconsin",55,"Regular"
31,2012-10-01,"Central","Beans","Colombian",68,"Iowa",30,"Regular"
79,2012-10-01,"Central","Beans","Colombian",177,"Missouri",63,"Regular"
96,2012-10-01,"Central","Beans","Colombian",230,"Wisconsin",116,"Regular"
23,2012-10-01,"Central","Beans","Caffe Mocha",58,"Iowa",17,"Regular"
40,2012-10-01,"Central","Beans","Caffe Mocha",99,"Missouri",23,"Regular"
80,2012-10-01,"Central","Beans","Caffe Mocha",174,"Wisconsin",46,"Regular"
49,2012-10-01,"East","Beans","Amaretto",120,"New Hampshire",38,"Regular"
125,2012-10-01,"East","Beans","Colombian",313,"Connecticut",73,"Regular"
45,2012-10-01,"East","Beans","Colombian",114,"New Hampshire",45,"Regular"
60,2012-10-01,"East","Beans","Caffe Mocha",144,"Connecticut",83,"Regular"
48,2012-10-01,"South","Beans","Colombian",119,"Louisiana",24,"Regular"
45,2012-10-01,"South","Beans","Colombian",114,"New Mexico",46,"Regular"
90,2012-10-01,"South","Beans","Colombian",205,"Oklahoma",41,"Regular"
60,2012-10-01,"South","Beans","Caffe Latte",144,"Louisiana",83,"Regular"
91,2012-10-01,"South","Beans","Caffe Latte",218,"Oklahoma",51,"Regular"
60,2012-10-01,"South","Beans","Caffe Mocha",159,"Louisiana",41,"Regular"
21,2012-10-01,"South","Beans","Caffe Mocha",53,"Oklahoma",17,"Regular"
65,2012-10-01,"West","Beans","Amaretto",142,"Utah",41,"Regular"
60,2012-10-01,"West","Beans","Colombian",144,"Oregon",63,"Regular"
47,2012-10-01,"West","Beans","Colombian",111,"Utah",42,"Regular"
68,2012-10-01,"West","Beans","Colombian",167,"Washington",43,"Regular"
0,2012-10-01,"West","Beans","Caffe Latte",43,"Nevada",11,"Regular"
54,2012-10-01,"West","Beans","Caffe Latte",120,"Oregon",54,"Regular"
32,2012-10-01,"West","Beans","Caffe Latte",79,"Utah",19,"Regular"
22,2012-10-01,"West","Beans","Caffe Latte",51,"Washington",19,"Regular"
21,2012-10-01,"West","Beans","Caffe Mocha",52,"Nevada",17,"Regular"
52,2012-10-01,"West","Beans","Caffe Mocha",123,"Oregon",44,"Regular"
103,2012-10-01,"West","Beans","Caffe Mocha",236,"Utah",46,"Regular"
56,2012-10-01,"West","Beans","Caffe Mocha",126,"Washington",54,"Regular"
257,2012-10-01,"Central","Leaves","Chamomile",598,"Iowa",117,"Decaf"
60,2012-10-01,"Central","Leaves","Chamomile",159,"Wisconsin",42,"Decaf"
122,2012-10-01,"Central","Leaves","Lemon",298,"Iowa",62,"Decaf"
48,2012-10-01,"Central","Leaves","Lemon",118,"Wisconsin",25,"Decaf"
79,2012-10-01,"East","Leaves","Lemon",177,"Connecticut",64,"Decaf"
65,2012-10-01,"East","Leaves","Mint",142,"Connecticut",42,"Decaf"
103,2012-10-01,"South","Leaves","Chamomile",236,"Louisiana",46,"Decaf"
21,2012-10-01,"South","Leaves","Chamomile",52,"New Mexico",17,"Decaf"
56,2012-10-01,"South","Leaves","Chamomile",126,"Oklahoma",54,"Decaf"
79,2012-10-01,"South","Leaves","Lemon",177,"Louisiana",64,"Decaf"
31,2012-10-01,"South","Leaves","Lemon",68,"New Mexico",31,"Decaf"
96,2012-10-01,"South","Leaves","Lemon",230,"Oklahoma",117,"Decaf"
125,2012-10-01,"West","Leaves","Chamomile",298,"Nevada",147,"Decaf"
25,2012-10-01,"West","Leaves","Chamomile",61,"Oregon",19,"Decaf"
49,2012-10-01,"West","Leaves","Chamomile",120,"Utah",38,"Decaf"
125,2012-10-01,"West","Leaves","Chamomile",313,"Washington",73,"Decaf"
154,2012-10-01,"West","Leaves","Lemon",367,"Nevada",93,"Decaf"
90,2012-10-01,"West","Leaves","Lemon",205,"Oregon",42,"Decaf"
45,2012-10-01,"West","Leaves","Lemon",114,"Utah",46,"Decaf"
48,2012-10-01,"West","Leaves","Lemon",119,"Washington",24,"Decaf"
122,2012-10-01,"West","Leaves","Mint",298,"Nevada",62,"Decaf"
239,2012-10-01,"Central","Leaves","Darjeeling",478,"Iowa",90,"Regular"
39,2012-10-01,"Central","Leaves","Darjeeling",92,"Missouri",40,"Regular"
46,2012-10-01,"Central","Leaves","Darjeeling",113,"Wisconsin",37,"Regular"
255,2012-10-01,"Central","Leaves","Earl Grey",567,"Iowa",129,"Regular"
40,2012-10-01,"East","Leaves","Darjeeling",99,"Connecticut",23,"Regular"
21,2012-10-01,"East","Leaves","Darjeeling",52,"New Hampshire",17,"Regular"
24,2012-10-01,"East","Leaves","Green Tea",60,"Connecticut",18,"Regular"
0,2012-10-01,"East","Leaves","Green Tea",43,"New Hampshire",11,"Regular"
257,2012-10-01,"West","Leaves","Darjeeling",598,"Nevada",117,"Regular"
21,2012-10-01,"West","Leaves","Darjeeling",53,"Oregon",16,"Regular"
60,2012-10-01,"West","Leaves","Darjeeling",159,"Washington",42,"Regular"
239,2012-10-01,"West","Leaves","Earl Grey",478,"Nevada",90,"Regular"
82,2012-10-01,"West","Leaves","Earl Grey",205,"Oregon",59,"Regular"
39,2012-10-01,"West","Leaves","Earl Grey",92,"Utah",39,"Regular"
46,2012-10-01,"West","Leaves","Earl Grey",113,"Washington",36,"Regular"
91,2012-10-01,"West","Leaves","Green Tea",218,"Oregon",51,"Regular"
81,2012-11-01,"Central","Beans","Decaf Irish Cream",198,"Colorado",33,"Decaf"
113,2012-11-01,"Central","Beans","Decaf Irish Cream",278,"Illinois",59,"Decaf"
75,2012-11-01,"Central","Beans","Decaf Espresso",189,"Colorado",56,"Decaf"
211,2012-11-01,"Central","Beans","Decaf Espresso",423,"Illinois",83,"Decaf"
55,2012-11-01,"Central","Beans","Decaf Espresso",124,"Ohio",53,"Decaf"
102,2012-11-01,"East","Beans","Decaf Irish Cream",245,"Florida",54,"Decaf"
77,2012-11-01,"East","Beans","Decaf Espresso",180,"Florida",52,"Decaf"
40,2012-11-01,"South","Beans","Decaf Irish Cream",92,"Texas",26,"Decaf"
50,2012-11-01,"South","Beans","Decaf Espresso",123,"Texas",25,"Decaf"
228,2012-11-01,"West","Beans","Decaf Espresso",532,"California",107,"Decaf"
118,2012-11-01,"Central","Beans","Amaretto",290,"Colorado",44,"Regular"
59,2012-11-01,"Central","Beans","Amaretto",138,"Ohio",46,"Regular"
40,2012-11-01,"Central","Beans","Colombian",92,"Colorado",25,"Regular"
173,2012-11-01,"Central","Beans","Colombian",412,"Illinois",100,"Regular"
46,2012-11-01,"Central","Beans","Colombian",114,"Ohio",36,"Regular"
50,2012-11-01,"Central","Beans","Caffe Mocha",123,"Colorado",25,"Regular"
228,2012-11-01,"Central","Beans","Caffe Mocha",532,"Illinois",108,"Regular"
181,2012-11-01,"Central","Beans","Caffe Mocha",363,"Ohio",75,"Regular"
78,2012-11-01,"East","Beans","Colombian",197,"Florida",56,"Regular"
75,2012-11-01,"East","Beans","Colombian",454,"Massachusetts",55,"Regular"
249,2012-11-01,"East","Beans","Colombian",623,"New York",138,"Regular"
94,2012-11-01,"East","Beans","Caffe Mocha",224,"Florida",115,"Regular"
181,2012-11-01,"East","Beans","Regular Espresso",363,"Massachusetts",74,"Regular"
211,2012-11-01,"East","Beans","Regular Espresso",675,"New York",83,"Regular"
225,2012-11-01,"South","Beans","Colombian",490,"Texas",91,"Regular"
75,2012-11-01,"South","Beans","Caffe Latte",189,"Texas",55,"Regular"
118,2012-11-01,"South","Beans","Caffe Mocha",290,"Texas",45,"Regular"
249,2012-11-01,"West","Beans","Colombian",623,"California",139,"Regular"
211,2012-11-01,"West","Beans","Caffe Latte",423,"California",83,"Regular"
121,2012-11-01,"West","Beans","Caffe Mocha",289,"California",142,"Regular"
181,2012-11-01,"Central","Leaves","Chamomile",363,"Colorado",75,"Decaf"
118,2012-11-01,"Central","Leaves","Chamomile",290,"Illinois",45,"Decaf"
32,2012-11-01,"Central","Leaves","Chamomile",80,"Ohio",19,"Decaf"
40,2012-11-01,"Central","Leaves","Lemon",92,"Illinois",25,"Decaf"
36,2012-11-01,"Central","Leaves","Lemon",88,"Ohio",22,"Decaf"
59,2012-11-01,"Central","Leaves","Mint",138,"Colorado",47,"Decaf"
81,2012-11-01,"Central","Leaves","Mint",198,"Illinois",33,"Decaf"
22,2012-11-01,"East","Leaves","Chamomile",52,"Florida",19,"Decaf"
54,2012-11-01,"East","Leaves","Lemon",121,"Florida",54,"Decaf"
55,2012-11-01,"East","Leaves","Lemon",124,"Massachusetts",54,"Decaf"
245,2012-11-01,"East","Leaves","Lemon",576,"New York",127,"Decaf"
75,2012-11-01,"East","Leaves","Mint",164,"Florida",45,"Decaf"
59,2012-11-01,"South","Leaves","Chamomile",138,"Texas",47,"Decaf"
46,2012-11-01,"South","Leaves","Lemon",114,"Texas",37,"Decaf"
81,2012-11-01,"West","Leaves","Chamomile",198,"California",33,"Decaf"
225,2012-11-01,"West","Leaves","Lemon",490,"California",91,"Decaf"
40,2012-11-01,"West","Leaves","Mint",92,"California",25,"Decaf"
55,2012-11-01,"Central","Leaves","Darjeeling",124,"Colorado",54,"Regular"
50,2012-11-01,"Central","Leaves","Darjeeling",123,"Illinois",25,"Regular"
78,2012-11-01,"Central","Leaves","Darjeeling",197,"Ohio",57,"Regular"
57,2012-11-01,"Central","Leaves","Earl Grey",125,"Colorado",39,"Regular"
75,2012-11-01,"Central","Leaves","Earl Grey",189,"Illinois",55,"Regular"
102,2012-11-01,"Central","Leaves","Earl Grey",245,"Ohio",54,"Regular"
88,2012-11-01,"Central","Leaves","Green Tea",200,"Colorado",42,"Regular"
28,2012-11-01,"East","Leaves","Darjeeling",70,"Florida",19,"Regular"
36,2012-11-01,"East","Leaves","Darjeeling",88,"Massachusetts",21,"Regular"
81,2012-11-01,"East","Leaves","Darjeeling",198,"New York",33,"Regular"
118,2012-11-01,"East","Leaves","Earl Grey",290,"New York",45,"Regular"
31,2012-11-01,"East","Leaves","Green Tea",78,"Florida",19,"Regular"
32,2012-11-01,"East","Leaves","Green Tea",80,"Massachusetts",19,"Regular"
50,2012-11-01,"East","Leaves","Green Tea",123,"New York",26,"Regular"
118,2012-11-01,"West","Leaves","Darjeeling",290,"California",44,"Regular"
50,2012-11-01,"West","Leaves","Earl Grey",123,"California",26,"Regular"
75,2012-11-01,"West","Leaves","Green Tea",189,"California",55,"Regular"
69,2012-11-01,"Central","Beans","Decaf Irish Cream",150,"Missouri",43,"Decaf"
77,2012-11-01,"Central","Beans","Decaf Irish Cream",180,"Wisconsin",52,"Decaf"
0,2012-11-01,"Central","Beans","Decaf Espresso",43,"Iowa",12,"Decaf"
33,2012-11-01,"Central","Beans","Decaf Espresso",81,"Missouri",21,"Decaf"
22,2012-11-01,"Central","Beans","Decaf Espresso",52,"Wisconsin",19,"Decaf"
53,2012-11-01,"East","Beans","Decaf Espresso",124,"Connecticut",45,"Decaf"
31,2012-11-01,"South","Beans","Decaf Irish Cream",78,"Louisiana",19,"Decaf"
36,2012-11-01,"South","Beans","Decaf Irish Cream",88,"Oklahoma",22,"Decaf"
49,2012-11-01,"South","Beans","Decaf Espresso",120,"Louisiana",37,"Decaf"
35,2012-11-01,"South","Beans","Decaf Espresso",82,"New Mexico",39,"Decaf"
78,2012-11-01,"South","Beans","Decaf Espresso",197,"Oklahoma",57,"Decaf"
29,2012-11-01,"West","Beans","Decaf Irish Cream",64,"Nevada",30,"Decaf"
46,2012-11-01,"West","Beans","Decaf Irish Cream",114,"Oregon",36,"Decaf"
82,2012-11-01,"West","Beans","Decaf Irish Cream",184,"Utah",64,"Decaf"
94,2012-11-01,"West","Beans","Decaf Irish Cream",224,"Washington",114,"Decaf"
22,2012-11-01,"West","Beans","Decaf Espresso",56,"Nevada",17,"Decaf"
181,2012-11-01,"West","Beans","Decaf Espresso",363,"Oregon",74,"Decaf"
54,2012-11-01,"West","Beans","Decaf Espresso",132,"Utah",26,"Decaf"
75,2012-11-01,"West","Beans","Decaf Espresso",164,"Washington",44,"Decaf"
15,2012-11-01,"Central","Beans","Amaretto",39,"Iowa",16,"Regular"
54,2012-11-01,"Central","Beans","Amaretto",121,"Wisconsin",53,"Regular"
29,2012-11-01,"Central","Beans","Colombian",64,"Iowa",30,"Regular"
82,2012-11-01,"Central","Beans","Colombian",184,"Missouri",64,"Regular"
94,2012-11-01,"Central","Beans","Colombian",224,"Wisconsin",114,"Regular"
22,2012-11-01,"Central","Beans","Caffe Mocha",56,"Iowa",18,"Regular"
54,2012-11-01,"Central","Beans","Caffe Mocha",132,"Missouri",27,"Regular"
75,2012-11-01,"Central","Beans","Caffe Mocha",164,"Wisconsin",44,"Regular"
46,2012-11-01,"East","Beans","Amaretto",113,"New Hampshire",37,"Regular"
130,2012-11-01,"East","Beans","Colombian",325,"Connecticut",73,"Regular"
43,2012-11-01,"East","Beans","Colombian",109,"New Hampshire",46,"Regular"
61,2012-11-01,"East","Beans","Caffe Mocha",147,"Connecticut",84,"Regular"
47,2012-11-01,"South","Beans","Colombian",115,"Louisiana",24,"Regular"
43,2012-11-01,"South","Beans","Colombian",109,"New Mexico",46,"Regular"
88,2012-11-01,"South","Beans","Colombian",200,"Oklahoma",41,"Regular"
61,2012-11-01,"South","Beans","Caffe Latte",147,"Louisiana",85,"Regular"
102,2012-11-01,"South","Beans","Caffe Latte",245,"Oklahoma",54,"Regular"
53,2012-11-01,"South","Beans","Caffe Mocha",141,"Louisiana",39,"Regular"
32,2012-11-01,"South","Beans","Caffe Mocha",80,"Oklahoma",19,"Regular"
69,2012-11-01,"West","Beans","Amaretto",150,"Utah",42,"Regular"
53,2012-11-01,"West","Beans","Colombian",128,"Oregon",61,"Regular"
53,2012-11-01,"West","Beans","Colombian",124,"Utah",44,"Regular"
63,2012-11-01,"West","Beans","Colombian",156,"Washington",43,"Regular"
0,2012-11-01,"West","Beans","Caffe Latte",43,"Nevada",12,"Regular"
55,2012-11-01,"West","Beans","Caffe Latte",124,"Oregon",53,"Regular"
33,2012-11-01,"West","Beans","Caffe Latte",81,"Utah",21,"Regular"
22,2012-11-01,"West","Beans","Caffe Latte",52,"Washington",19,"Regular"
15,2012-11-01,"West","Beans","Caffe Mocha",39,"Nevada",15,"Regular"
59,2012-11-01,"West","Beans","Caffe Mocha",138,"Oregon",46,"Regular"
101,2012-11-01,"West","Beans","Caffe Mocha",231,"Utah",45,"Regular"
54,2012-11-01,"West","Beans","Caffe Mocha",121,"Washington",54,"Regular"
228,2012-11-01,"Central","Leaves","Chamomile",532,"Iowa",108,"Decaf"
53,2012-11-01,"Central","Leaves","Chamomile",141,"Wisconsin",40,"Decaf"
113,2012-11-01,"Central","Leaves","Lemon",278,"Iowa",58,"Decaf"
31,2012-11-01,"Central","Leaves","Lemon",78,"Wisconsin",20,"Decaf"
82,2012-11-01,"East","Leaves","Lemon",184,"Connecticut",64,"Decaf"
69,2012-11-01,"East","Leaves","Mint",150,"Connecticut",43,"Decaf"
101,2012-11-01,"South","Leaves","Chamomile",231,"Louisiana",45,"Decaf"
15,2012-11-01,"South","Leaves","Chamomile",39,"New Mexico",15,"Decaf"
54,2012-11-01,"South","Leaves","Chamomile",121,"Oklahoma",54,"Decaf"
82,2012-11-01,"South","Leaves","Lemon",184,"Louisiana",64,"Decaf"
29,2012-11-01,"South","Leaves","Lemon",64,"New Mexico",30,"Decaf"
94,2012-11-01,"South","Leaves","Lemon",224,"Oklahoma",115,"Decaf"
121,2012-11-01,"West","Leaves","Chamomile",289,"Nevada",142,"Decaf"
25,2012-11-01,"West","Leaves","Chamomile",63,"Oregon",19,"Decaf"
46,2012-11-01,"West","Leaves","Chamomile",113,"Utah",37,"Decaf"
130,2012-11-01,"West","Leaves","Chamomile",325,"Washington",73,"Decaf"
173,2012-11-01,"West","Leaves","Lemon",412,"Nevada",101,"Decaf"
88,2012-11-01,"West","Leaves","Lemon",200,"Oregon",42,"Decaf"
43,2012-11-01,"West","Leaves","Lemon",109,"Utah",46,"Decaf"
47,2012-11-01,"West","Leaves","Lemon",115,"Washington",24,"Decaf"
113,2012-11-01,"West","Leaves","Mint",278,"Nevada",58,"Decaf"
211,2012-11-01,"Central","Leaves","Darjeeling",423,"Iowa",83,"Regular"
35,2012-11-01,"Central","Leaves","Darjeeling",82,"Missouri",38,"Regular"
49,2012-11-01,"Central","Leaves","Darjeeling",120,"Wisconsin",38,"Regular"
245,2012-11-01,"Central","Leaves","Earl Grey",545,"Iowa",127,"Regular"
61,2012-11-01,"Central","Leaves","Earl Grey",147,"Wisconsin",84,"Regular"
54,2012-11-01,"East","Leaves","Darjeeling",132,"Connecticut",27,"Regular"
15,2012-11-01,"East","Leaves","Darjeeling",39,"New Hampshire",16,"Regular"
36,2012-11-01,"East","Leaves","Green Tea",90,"Connecticut",21,"Regular"
0,2012-11-01,"East","Leaves","Green Tea",43,"New Hampshire",11,"Regular"
228,2012-11-01,"West","Leaves","Darjeeling",532,"Nevada",108,"Regular"
32,2012-11-01,"West","Leaves","Darjeeling",80,"Oregon",20,"Regular"
53,2012-11-01,"West","Leaves","Darjeeling",141,"Washington",39,"Regular"
211,2012-11-01,"West","Leaves","Earl Grey",423,"Nevada",84,"Regular"
78,2012-11-01,"West","Leaves","Earl Grey",197,"Oregon",57,"Regular"
35,2012-11-01,"West","Leaves","Earl Grey",82,"Utah",38,"Regular"
49,2012-11-01,"West","Leaves","Earl Grey",120,"Washington",37,"Regular"
102,2012-11-01,"West","Leaves","Green Tea",245,"Oregon",54,"Regular"
61,2012-11-01,"West","Leaves","Green Tea",147,"Washington",85,"Regular"
86,2012-12-01,"Central","Beans","Decaf Irish Cream",210,"Colorado",36,"Decaf"
127,2012-12-01,"Central","Beans","Decaf Irish Cream",312,"Illinois",63,"Decaf"
67,2012-12-01,"Central","Beans","Decaf Espresso",168,"Colorado",54,"Decaf"
250,2012-12-01,"Central","Beans","Decaf Espresso",501,"Illinois",94,"Decaf"
46,2012-12-01,"Central","Beans","Decaf Espresso",103,"Ohio",51,"Decaf"
134,2012-12-01,"East","Beans","Decaf Irish Cream",320,"Florida",64,"Decaf"
83,2012-12-01,"East","Beans","Decaf Espresso",195,"Florida",54,"Decaf"
43,2012-12-01,"South","Beans","Decaf Irish Cream",99,"Texas",26,"Decaf"
54,2012-12-01,"South","Beans","Decaf Espresso",133,"Texas",27,"Decaf"
247,2012-12-01,"West","Beans","Decaf Espresso",576,"California",113,"Decaf"
123,2012-12-01,"Central","Beans","Amaretto",302,"Colorado",45,"Regular"
54,2012-12-01,"Central","Beans","Amaretto",127,"Ohio",44,"Regular"
43,2012-12-01,"Central","Beans","Colombian",99,"Colorado",27,"Regular"
224,2012-12-01,"Central","Beans","Colombian",534,"Illinois",116,"Regular"
41,2012-12-01,"Central","Beans","Colombian",101,"Ohio",36,"Regular"
54,2012-12-01,"Central","Beans","Caffe Mocha",133,"Colorado",26,"Regular"
247,2012-12-01,"Central","Beans","Caffe Mocha",576,"Illinois",113,"Regular"
153,2012-12-01,"Central","Beans","Caffe Mocha",306,"Ohio",66,"Regular"
88,2012-12-01,"East","Beans","Colombian",221,"Florida",60,"Regular"
67,2012-12-01,"East","Beans","Colombian",510,"Massachusetts",53,"Regular"
279,2012-12-01,"East","Beans","Colombian",699,"New York",149,"Regular"
105,2012-12-01,"East","Beans","Caffe Mocha",250,"Florida",124,"Regular"
153,2012-12-01,"East","Beans","Regular Espresso",306,"Massachusetts",66,"Regular"
250,2012-12-01,"East","Beans","Regular Espresso",657,"New York",95,"Regular"
241,2012-12-01,"South","Beans","Colombian",525,"Texas",96,"Regular"
67,2012-12-01,"South","Beans","Caffe Latte",168,"Texas",54,"Regular"
123,2012-12-01,"South","Beans","Caffe Mocha",302,"Texas",46,"Regular"
279,2012-12-01,"West","Beans","Colombian",699,"California",149,"Regular"
250,2012-12-01,"West","Beans","Caffe Latte",501,"California",94,"Regular"
135,2012-12-01,"West","Beans","Caffe Mocha",322,"California",156,"Regular"
153,2012-12-01,"Central","Leaves","Chamomile",306,"Colorado",66,"Decaf"
123,2012-12-01,"Central","Leaves","Chamomile",302,"Illinois",46,"Decaf"
29,2012-12-01,"Central","Leaves","Chamomile",73,"Ohio",19,"Decaf"
43,2012-12-01,"Central","Leaves","Lemon",99,"Illinois",27,"Decaf"
33,2012-12-01,"Central","Leaves","Lemon",82,"Ohio",20,"Decaf"
54,2012-12-01,"Central","Leaves","Mint",127,"Colorado",44,"Decaf"
86,2012-12-01,"Central","Leaves","Mint",210,"Illinois",36,"Decaf"
24,2012-12-01,"East","Leaves","Chamomile",56,"Florida",20,"Decaf"
65,2012-12-01,"East","Leaves","Lemon",145,"Florida",57,"Decaf"
46,2012-12-01,"East","Leaves","Lemon",103,"Massachusetts",50,"Decaf"
294,2012-12-01,"East","Leaves","Lemon",747,"New York",144,"Decaf"
80,2012-12-01,"East","Leaves","Mint",176,"Florida",46,"Decaf"
54,2012-12-01,"South","Leaves","Chamomile",127,"Texas",45,"Decaf"
41,2012-12-01,"South","Leaves","Lemon",101,"Texas",36,"Decaf"
86,2012-12-01,"West","Leaves","Chamomile",210,"California",35,"Decaf"
